"uuid","latitude","longitude","interactions","street","reliability","start_time","end_time","share","cum_share"
"5addcbd6-f442-3744-893c-eb0891b89cd8","-12.105651","-77.033242","9","Av. Santa Cruz","10","2019-06-28 22:02:00.000","2019-06-28 23:00:00.000","0.0082","0.45737855178735104"
"c07f6dff-bb4b-38ee-9a05-ce03ad3c5dd5","-12.12495","-77.024499","9","Av. Paseo de la República","10","2019-08-11 20:11:00.000","2019-08-11 20:50:00.000","0.0082","0.46562786434463793"
"124eedbb-eb0e-3eb7-8221-b4d56471c10b","-12.126319","-77.018256","9","Av. Alfredo Benavides","10","2019-08-12 02:26:00.000","2019-08-12 03:10:00.000","0.0082","0.4738771769019248"
"13e621fe-4383-3ab5-938c-a5c831f93333","-12.122383","-77.02017","8","Av. Ricardo Palma","10","2018-11-13 16:13:00.000","2018-11-13 16:40:00.000","0.0073","0.48120989917506873"
"eb7cbed6-7839-34bc-ae61-e16d26c0135e","-12.110365","-77.051219","8","Av. Augusto Pérez Araníbar","10","2019-01-28 01:13:00.000","2019-01-28 01:53:00.000","0.0073","0.48854262144821264"
"8008fe01-a207-3653-bdd8-6aa26d6c5881","-12.132356","-77.031308","8","Vía Expresa Costa Verde","10","2019-02-09 08:34:00.000","2019-02-09 09:34:00.000","0.0073","0.49587534372135655"
"5e5543e7-6b0d-3249-bb99-c888f0bfa998","-12.129788","-77.02227","8","Av. 28 de Julio","10","2019-02-20 22:20:00.000","2019-02-20 22:52:00.000","0.0073","0.5032080659945004"
"091e114a-c096-35ff-b044-e077172c7549","-12.123206","-77.01838","8","Av. Ricardo Palma","10","2019-03-19 15:59:00.000","2019-03-19 16:24:00.000","0.0073","0.5105407882676444"
"cd47e124-22c2-3117-a83f-50e03c8458b1","-12.120738","-77.018788","8","Av. Monseñor Roca y Boloña","10","2019-03-26 18:06:00.000","2019-03-26 18:39:00.000","0.0073","0.5178735105407882"
"2a9e616c-e131-3aae-9015-4d2e3f57aace","-12.122334","-77.005916","7","Av. Manuel Villarán","10","2018-10-17 22:35:00.000","2018-10-17 22:57:00.000","0.0064","0.5242896425297892"
"485b0343-d3d5-38e5-a24d-96fc5b62bf1a","-12.134614","-77.02357","7","Calle Parque Armendáriz","10","2018-11-07 13:45:00.000","2018-11-07 13:59:00.000","0.0064","0.5307057745187901"
"4d086ef8-8ec0-30d1-b6c9-44280beed1f8","-12.123285","-77.015039","7","Av. Ricardo Palma","10","2019-01-12 20:06:00.000","2019-01-12 20:46:00.000","0.0064","0.537121906507791"
